Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
Good,No checking account,15,existing credits paid back duly till now,Used car,3029,< 100 DM,4<=...<7 years,2,male: single,none,1<...<=2 years,car or other,33,none,own,1,skilled employee / official,1,Yes,Yes
Good,> 200 DM,12,critical account,New car,1480,500<= ... < 1000 DM,unemployed,2,male: single,none,>4years,unknown / no property,66,bank,for free,3,unemployed/ unskilled - non-resident,1,Yes,Yes
Good,> 200 DM,6,critical account,Education,1047,< 100 DM,1<=...<4 years,2,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,50,none,own,1,unskilled - resident,1,Yes,Yes
Good,No checking account,15,critical account,Radio/Television,1471,< 100 DM,1<=...<4 years,4,male: single,none,>4years,unknown / no property,35,none,for free,2,skilled employee / official,1,No,Yes
Good,No checking account,24,existing credits paid back duly till now,Furniture/Equipment,5511,100<= ... < 500 DM,1<=...<4 years,4,male: single,none,<= 1 year,car or other,25,stores,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,9,existing credits paid back duly till now,Radio/Television,1206,< 100 DM,>=7years,4,female: divorced/separated/married,none,>4years,real estate,25,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,24,delay in paying off in the past,Radio/Television,6403,< 100 DM,< 1 year,1,male: single,none,1<...<=2 years,car or other,33,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,12,existing credits paid back duly till now,Radio/Television,707,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,real estate,30,bank,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,12,delay in paying off in the past,Used car,1503,< 100 DM,1<=...<4 years,4,male: married/widowed,none,>4years,real estate,41,none,rent,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,12,existing credits paid back duly till now,New car,6078,< 100 DM,4<=...<7 years,2,male: single,none,1<...<=2 years,car or other,32,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,27,existing credits paid back duly till now,Business,2528,< 100 DM,< 1 year,4,female: divorced/separated/married,none,<= 1 year,savings agreement/ life insurance,32,none,own,1,skilled employee / official,2,No,Yes
Good,0 <=...<200 DM,12,existing credits paid back duly till now,Business,1037,100<= ... < 500 DM,4<=...<7 years,3,male: single,none,>4years,real estate,39,none,own,1,unskilled - resident,1,Yes,Yes
Good,< 0 DM,6,existing credits paid back duly till now,Used car,1352,500<= ... < 1000 DM,unemployed,1,female: divorced/separated/married,none,1<...<=2 years,savings agreement/ life insurance,23,none,rent,1,unemployed/ unskilled - non-resident,1,No,Yes
Good,No checking account,24,existing credits paid back duly till now,Radio/Television,3181,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,No,Yes
Good,No checking account,18,existing credits paid back duly till now,Radio/Television,4594,< 100 DM,< 1 year,3,male: single,none,1<...<=2 years,car or other,32,none,own,1,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,48,existing credits paid back duly till now,Others,5381,unknown/ no savings account,unemployed,3,male: single,none,>4years,unknown / no property,40,bank,for free,1,unemployed/ unskilled - non-resident,1,No,Yes
Good,No checking account,15,existing credits paid back duly till now,Used car,4657,< 100 DM,1<=...<4 years,3,male: single,none,1<...<=2 years,car or other,30,none,own,1,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,9,existing credits paid back duly till now,Business,1391,< 100 DM,1<=...<4 years,2,male: married/widowed,none,<= 1 year,real estate,27,bank,own,1,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,18,existing credits paid back duly till now,Business,1913,=>1000 DM,< 1 year,3,male: married/widowed,none,2<...<=3 years,real estate,36,bank,own,1,skilled employee / official,1,No,Yes
Good,No checking account,42,existing credits paid back duly till now,Radio/Television,7166,unknown/ no savings account,4<=...<7 years,2,male: married/widowed,none,>4years,savings agreement/ life insurance,29,none,rent,1,skilled employee / official,1,No,Yes
Good,No checking account,13,existing credits paid back duly till now,Radio/Television,1409,100<= ... < 500 DM,unemployed,2,female: divorced/separated/married,none,>4years,real estate,64,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,24,delay in paying off in the past,Business,2978,unknown/ no savings account,1<=...<4 years,4,male: single,none,>4years,real estate,32,none,own,2,skilled employee / official,2,No,Yes
Good,No checking account,12,critical account,Radio/Television,976,unknown/ no savings account,>=7years,4,male: single,none,>4years,car or other,35,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,24,delay in paying off in the past,Business,2375,500<= ... < 1000 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,car or other,44,none,own,2,skilled employee / official,2,No,Yes
Good,No checking account,12,critical account,Radio/Television,522,500<= ... < 1000 DM,>=7years,4,male: single,none,>4years,savings agreement/ life insurance,42,none,own,2,skilled employee / official,2,No,Yes
Good,No checking account,28,critical account,Radio/Television,2743,< 100 DM,>=7years,4,male: single,none,1<...<=2 years,car or other,29,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,11,critical account,Radio/Television,1154,100<= ... < 500 DM,unemployed,4,female: divorced/separated/married,none,>4years,real estate,57,none,own,3,unskilled - resident,1,Yes,Yes
Good,No checking account,24,critical account,Used car,5804,=>1000 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,real estate,27,none,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,18,critical account,Radio/Television,1169,unknown/ no savings account,1<=...<4 years,4,male: single,none,2<...<=3 years,savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,No,Yes
Good,< 0 DM,15,critical account,Furniture/Equipment,1478,< 100 DM,>=7years,4,male: single,none,>4years,car or other,44,none,own,2,skilled employee / official,2,No,Yes
Good,No checking account,12,existing credits paid back duly till now,Radio/Television,776,< 100 DM,1<=...<4 years,4,male: married/widowed,none,1<...<=2 years,real estate,28,none,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,11,critical account,New car,1322,=>1000 DM,1<=...<4 years,4,female: divorced/separated/married,none,>4years,car or other,40,none,own,2,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,16,critical account,New car,1175,< 100 DM,unemployed,2,male: single,none,2<...<=3 years,car or other,68,none,for free,3,unemployed/ unskilled - non-resident,1,No,Yes
Good,No checking account,12,existing credits paid back duly till now,New car,2133,unknown/ no savings account,>=7years,4,female: divorced/separated/married,none,>4years,unknown / no property,52,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,15,critical account,Radio/Television,1829,< 100 DM,>=7years,4,male: single,none,>4years,car or other,46,none,own,2,skilled employee / official,1,No,Yes
Good,No checking account,12,critical account,Radio/Television,717,< 100 DM,>=7years,4,male: single,none,>4years,real estate,52,none,own,3,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,39,delay in paying off in the past,Education,11760,100<= ... < 500 DM,4<=...<7 years,2,male: single,none,2<...<=3 years,unknown / no property,32,none,rent,1,skilled employee / official,1,No,Yes
Bad,0 <=...<200 DM,9,critical account,Education,1501,< 100 DM,>=7years,2,female: divorced/separated/married,none,2<...<=3 years,car or other,34,none,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,< 0 DM,12,existing credits paid back duly till now,Education,1200,unknown/ no savings account,1<=...<4 years,4,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,23,bank,rent,1,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,9,existing credits paid back duly till now,New car,3195,unknown/ no savings account,1<=...<4 years,1,female: divorced/separated/married,none,1<...<=2 years,real estate,33,none,own,1,unskilled - resident,1,Yes,Yes
Good,No checking account,30,critical account,Radio/Television,4530,< 100 DM,4<=...<7 years,4,female: divorced/separated/married,none,>4years,car or other,26,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Bad,No checking account,12,delay in paying off in the past,Repairs,1555,=>1000 DM,>=7years,4,male: single,none,>4years,unknown / no property,55,none,for free,2,skilled employee / official,2,Yes,Yes
Good,0 <=...<200 DM,15,critical account,Business,2326,500<= ... < 1000 DM,1<=...<4 years,2,male: single,none,>4years,car or other,27,bank,own,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,18,critical account,Business,1887,unknown/ no savings account,1<=...<4 years,4,male: married/widowed,none,>4years,real estate,28,bank,own,2,skilled employee / official,1,Yes,Yes
Good,No checking account,12,critical account,Business,1264,unknown/ no savings account,>=7years,4,male: single,none,>4years,unknown / no property,57,none,rent,1,unskilled - resident,1,Yes,Yes
Good,No checking account,7,delay in paying off in the past,Radio/Television,846,unknown/ no savings account,>=7years,3,male: single,none,>4years,unknown / no property,36,none,for free,1,skilled employee / official,1,Yes,Yes
Good,No checking account,15,critical account,Education,1532,100<= ... < 500 DM,1<=...<4 years,4,female: divorced/separated/married,none,2<...<=3 years,car or other,31,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,6,delay in paying off in the past,Radio/Television,935,< 100 DM,1<=...<4 years,3,female: divorced/separated/married,none,1<...<=2 years,real estate,24,none,own,1,skilled employee / official,1,Yes,Yes
Good,< 0 DM,27,critical account,Business,2442,< 100 DM,>=7years,4,male: single,none,>4years,car or other,43,stores,own,4,management/ self-employed/highly qualified employee/ officer,2,No,Yes
Good,0 <=...<200 DM,18,critical account,Business,3590,< 100 DM,unemployed,3,male: married/widowed,none,2<...<=3 years,car or other,40,none,own,3,unemployed/ unskilled - non-resident,2,No,Yes
Good,No checking account,21,critical account,Furniture/Equipment,2288,< 100 DM,< 1 year,4,female: divorced/separated/married,none,>4years,savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,No,Yes
Good,No checking account,27,delay in paying off in the past,Business,5117,< 100 DM,4<=...<7 years,3,male: single,none,>4years,car or other,26,none,own,2,skilled employee / official,1,Yes,Yes
Good,< 0 DM,39,critical account,Furniture/Equipment,14179,unknown/ no savings account,4<=...<7 years,4,male: single,none,>4years,savings agreement/ life insurance,30,none,own,2,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,No checking account,15,existing credits paid back duly till now,Radio/Television,1386,unknown/ no savings account,1<=...<4 years,4,male: married/widowed,none,1<...<=2 years,real estate,40,none,rent,1,skilled employee / official,1,No,Yes
Good,No checking account,12,critical account,Radio/Television,618,< 100 DM,>=7years,4,male: single,none,>4years,real estate,56,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,12,existing credits paid back duly till now,Furniture/Equipment,1574,< 100 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,real estate,50,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,6,critical account,Radio/Television,700,unknown/ no savings account,>=7years,4,male: single,none,>4years,unknown / no property,36,none,for free,2,skilled employee / official,1,Yes,Yes
Good,No checking account,12,existing credits paid back duly till now,Radio/Television,886,unknown/ no savings account,1<=...<4 years,4,female: divorced/separated/married,none,1<...<=2 years,car or other,21,none,own,1,skilled employee / official,1,Yes,Yes
Good,No checking account,36,existing credits paid back duly till now,Used car,4686,< 100 DM,1<=...<4 years,2,male: single,none,1<...<=2 years,unknown / no property,32,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,0 <=...<200 DM,9,existing credits paid back duly till now,Radio/Television,790,500<= ... < 1000 DM,1<=...<4 years,4,female: divorced/separated/married,none,2<...<=3 years,real estate,66,none,own,1,unskilled - resident,1,Yes,Yes
Bad,0 <=...<200 DM,12,existing credits paid back duly till now,Radio/Television,766,500<= ... < 1000 DM,1<=...<4 years,4,male: single,none,2<...<=3 years,real estate,66,none,own,1,unskilled - resident,1,Yes,Yes
Good,< 0 DM,20,existing credits paid back duly till now,Furniture/Equipment,2212,unknown/ no savings account,4<=...<7 years,4,male: single,none,>4years,car or other,39,none,own,1,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,10,existing credits paid back duly till now,New car,7308,< 100 DM,unemployed,2,male: single,none,>4years,unknown / no property,70,bank,for free,1,management/ self-employed/highly qualified employee/ officer,1,No,Yes
Good,0 <=...<200 DM,24,critical account,Education,5743,< 100 DM,< 1 year,2,female: divorced/separated/married,none,>4years,unknown / no property,24,none,for free,2,skilled employee / official,1,No,Yes
Good,< 0 DM,14,existing credits paid back duly till now,New car,3973,< 100 DM,unemployed,1,male: single,none,>4years,unknown / no property,22,none,for free,1,skilled employee / official,1,Yes,Yes
Good,0 <=...<200 DM,60,delay in paying off in the past,Radio/Television,7418,unknown/ no savings account,1<=...<4 years,1,male: single,none,<= 1 year,real estate,27,none,own,1,unskilled - resident,1,Yes,Yes
Good,0 <=...<200 DM,20,delay in paying off in the past,Others,2629,< 100 DM,1<=...<4 years,2,male: single,none,2<...<=3 years,car or other,29,bank,own,2,skilled employee / official,1,No,Yes
Good,0 <=...<200 DM,18,existing credits paid back duly till now,Business,1941,=>1000 DM,1<=...<4 years,4,male: single,none,1<...<=2 years,savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,No,Yes
